Entity,Code,Year,2020s,2010s,2000s,1990s,1980s,1970s,1960s,1950s,1940s
Austria,AUT,1,1.5181621,0.3867047,-0.5240059,-0.07319863,-1.8065315,-0.4996861,-2.3385308,-1.8068062,-4.1750793
Austria,AUT,2,2.6302755,0.00019688606,0.1732552,-0.21726413,-1.9578425,-0.2096818,-1.2921184,-1.9550833,-2.3828545
Austria,AUT,3,1.1846972,0.6991674,-0.2654726,-0.30983606,-1.4009392,-0.9123721,-1.6951272,-1.4717077,-1.805884
Austria,AUT,4,-0.41685277,0.8381937,0.17232594,-1.4215708,-1.632975,-2.2614186,-0.81057674,-1.7629406,-1.0491168
Austria,AUT,5,-0.18822193,-0.17091131,0.7377612,-0.46935377,-1.288604,-1.725239,-1.5870216,-1.5465986,-1.3166639
Austria,AUT,6,1.3561157,0.76513594,0.21796751,-1.1346877,-1.9536946,-1.9201725,-1.4790055,-1.3561283,-1.983964
Austria,AUT,7,1.1311874,0.70615995,-0.26649922,-0.6184808,-0.9613369,-1.7902343,-1.7106994,-0.8276836,-1.5433879
Austria,AUT,8,0.9106886,0.5473406,-0.27668944,-0.43899098,-1.2983389,-1.7531042,-2.003919,-1.4833041,-1.3580928
Austria,AUT,9,1.2328646,0.45749253,-0.33153868,-0.47349912,0.22218075,-0.98594743,-0.019551372,-0.37113065,0.42342988
Austria,AUT,10,1.6659749,0.39889032,0.34963325,-0.7001425,-0.31211916,-1.7071012,-0.038204573,-1.2891805,-0.6874176
Austria,AUT,11,0.4027238,1.0175645,0.15255553,-1.3838704,-1.9826984,-1.4537616,-0.98254764,-1.4433343,-2.1785803
Austria,AUT,12,1.5095098,1.0083086,-0.33084437,-1.0507789,-0.6140068,-0.61046255,-2.586636,-0.19076435,-2.5998752
Azerbaijan,AZE,1,0.960499,0.93910456,-0.7036344,-0.49438494,-0.2771569,-1.9477352,-0.57016945,-0.8032285,-1.1282613
Azerbaijan,AZE,2,1.1471577,0.47542888,0.47385353,-1.1121243,-1.2150239,-0.99428034,-0.70291156,-1.0194619,-1.0280316
Azerbaijan,AZE,3,1.042493,0.47856194,0.4691463,-1.1678509,-1.8764721,-0.92526704,-1.3905072,-1.9301825,-2.1425428
Azerbaijan,AZE,4,2.0179906,0.24653015,-0.15508676,-0.0016676902,0.21313123,-0.0097466465,-1.2888203,-0.5680892,-1.2837176
Azerbaijan,AZE,5,0.19774838,1.0213106,-0.5279152,-0.7100564,-0.74003613,-0.5808759,-0.39820537,-0.42011365,-0.6948012
Azerbaijan,AZE,6,1.5965831,1.026687,-0.51361066,-0.6777859,-0.7057661,-1.3958708,-1.4228573,-1.3665619,-0.86307317
Azerbaijan,AZE,7,0.33100358,0.6783516,-0.17075482,-0.5972015,-0.3080307,-0.77215976,-1.4437081,-1.1103319,-0.28162956
Azerbaijan,AZE,8,0.46826667,0.36908722,0.18512993,-0.48739204,-1.3992399,-1.1111586,-1.5645478,-0.7353077,-0.7343893
Azerbaijan,AZE,9,0.58979416,0.40841922,0.2593872,-0.6562427,-0.70960826,-0.48167267,-1.3966315,-0.7413742,-0.66189253
Azerbaijan,AZE,10,0.15890999,-0.22891608,0.4470647,-0.36085147,-1.5968277,-1.0378708,-1.1833415,-0.83871305,-1.0538269
Azerbaijan,AZE,11,1.6378946,0.0070226667,0.42436472,-0.24568982,-0.22321185,-0.09750333,0.5915371,-1.2487266,0.2160019
Azerbaijan,AZE,12,1.300519,0.7155965,-0.43866366,-0.22467828,-0.27509555,-0.76201475,0.6428951,-1.1907849,-1.0759209
Bahamas,BHS,1,0.50979966,0.15696469,-0.4083721,0.3095747,-0.47850475,-0.21303216,-0.3181425,-0.5678345,0.2461975
Bahamas,BHS,2,0.86483413,0.24828167,-0.1456049,-0.11286984,-0.4222456,-0.7191458,-0.60166454,-0.59089565,-0.20844574
Bahamas,BHS,3,0.84462005,-0.0110965725,0.1390461,-0.16393605,-0.3362835,-0.119665146,-0.38113576,-0.108943745,0.2017599
Bahamas,BHS,4,0.6214622,0.37602615,-0.3860983,-0.15706845,-0.5403601,-0.4158985,-0.42615375,-0.3900898,-0.024242591
Bahamas,BHS,5,0.62765807,0.17778683,-0.20069924,-0.02862835,-0.4609785,-0.260688,-0.4288656,-0.2220848,-0.35248452
Bahamas,BHS,6,0.30732155,0.19976386,-0.12188854,-0.14559098,-0.37473297,-0.62307584,-0.65438974,-0.3472658,-0.37851295
Bahamas,BHS,7,0.5075588,0.059906006,-0.028804969,-0.10636101,-0.37084484,-0.5538586,-0.32241172,-0.38381577,-0.4058113
Bahamas,BHS,8,0.5310459,0.15168056,-0.025723075,-0.19385605,-0.4202873,-0.6645098,-0.38175297,-0.18859348,-0.33939475
Bahamas,BHS,9,0.68452185,0.15616398,-0.030480195,-0.16814251,-0.38411254,-0.51473176,-0.3791395,-0.24474391,-0.3880438
Bahamas,BHS,10,0.5819443,0.122870065,-0.023650741,-0.19561692,-0.44962922,-0.57434636,-0.4829895,-0.42197457,-0.42189616
Bahamas,BHS,11,0.812854,0.12240448,-0.23093376,-0.0006090164,0.002088356,-0.210363,-0.64591044,-0.41028252,-0.02126751
Bahamas,BHS,12,0.39224166,0.26350975,0.0026439666,-0.24391003,-0.36602992,-0.31179714,-1.0363376,-0.6216793,0.13103123
Bahrain,BHR,1,0.80941075,0.37923393,-0.28292122,-0.24180794,-0.5163929,-0.78607976,-0.15435982,-0.5768116,-0.117076494
Bahrain,BHR,2,0.6642774,0.23227768,-0.083078764,-0.18441848,-0.7626106,-0.17360306,-0.13786392,-0.6431801,-0.21671525
Bahrain,BHR,3,0.64921063,0.49270934,0.24918823,-0.8502289,-0.79217225,-0.093127444,0.35405272,-0.30389708,-0.32299805
Bahrain,BHR,4,0.59423983,0.27109224,0.22942047,-0.652153,-0.69588774,-0.18937531,-0.36313933,-0.20269318,-0.5687027
Bahrain,BHR,5,0.38615304,0.2700947,0.34545174,-0.6914074,-0.5179302,-0.48964348,-0.37799492,-0.54874074,-0.42853507
Bahrain,BHR,6,0.61973226,0.25837365,-0.0008365631,-0.3468174,-0.7560337,-0.88507426,-0.46691933,-0.58856237,-0.66930884
Bahrain,BHR,7,0.79739,0.22651596,0.056578826,-0.3199196,-0.72876966,-0.78201675,-0.7045692,-0.46905595,-0.63894117
Bahrain,BHR,8,0.76790845,0.1575203,0.13528213,-0.3747917,-0.3826622,-0.58687973,-0.32257614,-0.08845444,-0.47105026
Bahrain,BHR,9,0.6812111,0.38788834,-0.13625717,-0.37088546,-0.5933434,-0.8238121,-0.42647934,-0.25265425,-0.8673576
Bahrain,BHR,10,0.40026474,0.2677025,0.023583222,-0.25823134,-0.49152604,-0.83887404,-0.113825224,-0.49405593,-0.7298409
Bahrain,BHR,11,1.1629994,-0.070344165,0.06472359,-0.0019023896,-0.19099846,-0.573576,0.05528755,-0.23146477,0.10911751
Bahrain,BHR,12,1.00746,-0.03707733,-0.065769956,0.2044754,-0.6513046,-0.581221,-0.31406403,-0.52906036,-0.2305191
Baltic Sea (NIAID),,1,1.2627362,-0.7701365,0.24309048,0.22564039,-2.2929344,-0.9828083,-2.1615798,-1.4854536,-2.530208
Baltic Sea (NIAID),,2,1.5818825,-0.050241448,0.013529187,0.09641524,-2.2976377,-1.1124709,-1.8971119,-1.71987,-2.0238922
Baltic Sea (NIAID),,3,1.3801413,0.17015722,-0.4078034,0.26677877,-1.6829401,-0.6503664,-1.5884801,-1.6115681,-2.0860357
Baltic Sea (NIAID),,4,0.15862794,0.18812689,0.11675193,-0.3134814,-1.2026823,-1.2093214,-1.2185984,-1.2704387,-1.1085654
Baltic Sea (NIAID),,5,0.43407917,0.5237788,0.2168499,-0.6457891,-0.75451213,-0.98128223,-1.7394596,-1.7252247,-1.542711
Baltic Sea (NIAID),,6,2.1925933,0.4620366,-0.07149248,-0.5754774,-1.1862298,-0.7681235,-1.5285203,-2.0225387,-1.5815898
Baltic Sea (NIAID),,7,0.6513874,0.4549575,0.18488388,-0.7014824,-0.9471509,-0.9461939,-1.1654613,-0.8537997,-0.56226075
Baltic Sea (NIAID),,8,0.493853,0.13342133,0.10707607,-0.349895,-1.5275239,-0.8915776,-1.2536625,-0.8129896,-0.69173944
Baltic Sea (NIAID),,9,0.8922512,0.4072608,0.1096138,-0.78969324,-1.0776502,-1.2118593,-0.47188815,-0.6725052,-0.19846487
Baltic Sea (NIAID),,10,1.3961384,0.23324743,0.20113091,-0.626707,-0.031873178,-1.1354797,-1.1382978,-1.1573726,-1.1044267
Baltic Sea (NIAID),,11,0.8222038,0.61456406,0.14358298,-1.0992328,-0.82356423,-0.5710316,-1.390431,-1.2907534,-1.2976061
Baltic Sea (NIAID),,12,-0.0657409,0.42617387,0.035220288,-0.592886,-1.4273639,-0.70054805,-2.118786,-1.033499,-0.8710626
Bangladesh,BGD,1,0.107886314,-0.16648063,0.26111412,0.028508376,0.36471137,0.28009683,0.35648537,0.8389961,1.424276
Bangladesh,BGD,2,-0.3160162,0.20403728,0.19205017,-0.23995838,-0.38841382,-0.49360007,0.251997,-0.21422234,0.20172577
Bangladesh,BGD,3,0.13955021,0.1421154,-0.03530159,-0.27885133,-0.23330288,0.02277336,0.015085792,-0.46973476,-0.112486646
Bangladesh,BGD,4,0.901886,0.11030731,0.002692604,-0.16326275,-0.115382954,-0.16956158,0.1416256,0.039808653,-0.7849175
Bangladesh,BGD,5,0.33859444,0.24212208,-0.015568351,-0.23979644,-0.42112082,-0.26772538,0.14212283,-0.30198687,-0.65594023
Bangladesh,BGD,6,0.41392556,0.45904046,-0.23134594,-0.27836895,-0.38233185,-0.5582611,-0.6582834,-0.7909645,-0.801194
Bangladesh,BGD,7,1.0103505,0.32393533,-0.09547977,-0.36027583,-0.58101827,-0.7330645,-0.7455349,-0.9911591,-1.1608843
Bangladesh,BGD,8,0.50597155,0.32190648,-0.013747978,-0.39265594,-0.48170167,-0.83282775,-0.9944536,-1.0786651,-1.3384087
Bangladesh,BGD,9,0.92376596,0.41484395,-0.11647091,-0.43333015,-0.53423595,-0.699704,-0.7481993,-0.959119,-1.3445164
Bangladesh,BGD,10,0.9344307,0.1988329,-0.1151907,-0.3661131,-0.49720746,-0.5867966,-1.0422207,-1.1071686,-1.5046673
Bangladesh,BGD,11,0.57311136,-0.02016468,0.11471615,-0.05918636,-0.44085923,-0.3049801,-1.0673708,-0.9633673,-1.0205286
Bangladesh,BGD,12,0.48718834,-0.17550659,0.34713954,-0.10895195,-0.06419239,-0.57319736,-0.35230294,0.1948206,0.00393734
Belarus,BLR,1,2.5232313,-1.4443175,0.36932173,0.9055589,-1.9447149,-2.637299,-4.146379,-2.2211282,-5.2600884
Belarus,BLR,2,2.0990202,0.01645801,-0.5132504,0.5980188,-2.6034021,-1.627898,-2.9743023,-2.9028559,-3.7154453
Belarus,BLR,3,2.1880295,0.42042527,-0.13626797,-0.18736377,-2.0347266,-1.064556,-3.267503,-3.6340458,-3.926234
Belarus,BLR,4,-0.2492114,0.48385796,0.223277,-0.55095017,-1.3840041,-1.7205513,-1.4832156,-2.0155752,-2.4668672
Belarus,BLR,5,-0.9704008,1.1623508,-0.20477343,-0.8329843,0.0154273985,-0.55068237,-0.56530875,-1.448433,-1.5085065
Belarus,BLR,6,1.9336045,0.8275105,-0.86449575,-0.39138907,-1.0247563,-0.86546326,-0.37779704,-0.2568485,-0.8161324
Belarus,BLR,7,0.7194645,0.47250003,0.2811676,-0.99500835,-1.5611594,-1.7933605,-1.277678,-0.8654488,-0.7918469
Belarus,BLR,8,1.4787029,0.70297796,-0.12844124,-0.8162239,-1.462202,-1.4467068,-1.5002105,-0.99319535,-0.3853758
Belarus,BLR,9,1.1660408,0.5776804,-0.1559743,-0.9036428,-0.65914357,-1.2071425,-0.4653287,-0.82163036,0.4954192
Belarus,BLR,10,1.7000068,-0.18034777,0.3629664,-0.53696793,0.057504367,-1.5122833,0.22463083,-0.69189036,-1.0377418
Belarus,BLR,11,1.1273725,1.199147,0.44514027,-1.7116334,-1.4408875,-0.13617158,-0.18442659,-1.6166979,-1.6552938
Belarus,BLR,12,1.0460137,1.2000773,0.03111292,-1.3956249,-0.5585174,-0.34754992,-1.9846939,-0.95032674,-1.700743
Belgium,BEL,1,0.5469782,-0.14458072,0.07492683,-0.00610981,-1.4424103,-0.59153396,-1.50759,-1.4839323,-3.0490165
Belgium,BEL,2,2.1041238,-0.3903579,0.4330615,0.03552363,-1.8992436,-0.6885023,-0.7559911,-1.9399815,-1.8643411
Belgium,BEL,3,0.88764316,-0.01834774,-0.1561307,0.30744725,-1.3305372,-1.472534,-1.1940448,-1.0786453,-1.1769892
Belgium,BEL,4,-0.36041975,0.22380304,0.23002644,-0.8395454,-1.6202469,-2.2694612,-0.71585715,-1.6374966,-0.007279587
Belgium,BEL,5,0.079988286,-0.19630757,0.47967166,-0.20916395,-1.0990802,-1.1113162,-1.0334418,-0.9461568,-0.5439652
Belgium,BEL,6,1.3626785,0.37101108,0.33032864,-0.94042146,-1.3013085,-0.960787,-0.79688084,-0.9222981,-0.7178195
Belgium,BEL,7,-0.080308534,0.4232812,-0.27899617,-0.19551735,-1.0187209,-1.383673,-1.7478161,-1.047988,-0.62183034
Belgium,BEL,8,1.0337944,-0.10380697,-0.13217059,0.0790514,-1.1257087,-1.139157,-1.6642689,-1.4013455,-0.6416324
Belgium,BEL,9,1.3379322,0.031059552,0.16041622,-0.5198121,-0.3124792,-0.9822022,-0.2798585,-0.58842117,0.36276492
Belgium,BEL,10,1.3796247,0.47027406,0.35001588,-0.72766703,-0.33002606,-0.91094685,0.04269781,-0.9577815,-0.41602534
Belgium,BEL,11,0.7378767,0.2001059,0.44002575,-0.9086016,-0.8639353,-0.92871284,-1.0856127,-1.0592294,-1.3178184
Belgium,BEL,12,1.1835071,0.7551688,-0.46469134,-0.5264749,-0.05237949,-0.34387362,-2.216655,-0.31127474,-1.2932035
Belize,BLZ,1,1.0582552,0.15703717,-0.3243721,0.08283615,-0.7816116,-0.6615688,-0.8974888,-1.1485268,-1.1039728
Belize,BLZ,2,0.64355564,0.40378648,-0.18988228,-0.34296495,-0.7417162,-1.4037485,-0.87510204,-1.4217707,-1.2935232
Belize,BLZ,3,1.0786577,0.199712,-0.036467552,-0.3522915,-0.51859933,-0.49975625,-0.7405491,-0.65342677,-0.7836796
Belize,BLZ,4,0.9122139,0.4448431,-0.42745322,-0.2732176,-1.0207688,-1.0367235,-0.9181894,-1.0555077,-1.1826899
Belize,BLZ,5,1.0331852,0.32707444,-0.19040374,-0.23922214,-0.39403516,-0.6523989,-0.9088783,-1.2374103,-1.5670713
Belize,BLZ,6,0.77465856,0.19657879,-0.13021393,-0.19334202,-0.4778324,-0.98992443,-0.8115379,-1.4319408,-1.702606
Belize,BLZ,7,0.6164013,0.31359062,0.025444413,-0.49236736,-0.8741438,-1.0825313,-1.1856066,-1.6930101,-1.7778568
Belize,BLZ,8,0.4353962,0.40763474,-0.040171813,-0.4974123,-0.8389862,-1.2098392,-1.141793,-1.4355981,-1.599992
Belize,BLZ,9,0.6559448,0.31774426,0.087062456,-0.58001864,-0.9501864,-1.122241,-1.2552637,-1.3738205,-1.8101231
Belize,BLZ,10,0.9173893,0.2408928,-0.040795136,-0.3297642,-0.93899,-1.0776087,-1.1583217,-1.6191752,-1.7172991
Belize,BLZ,11,0.87798613,0.23826066,-0.1694519,-0.22136612,-0.27298507,-0.61770666,-1.0244741,-1.0772877,-1.2369028
Belize,BLZ,12,0.577145,0.40208894,-0.081441306,-0.35273018,-0.6077601,-0.8019018,-1.072272,-1.3363192,-1.1614069
Benin,BEN,1,0.57542294,0.20040837,-0.0774128,-0.04424114,-0.36948413,-0.7167196,-0.7136099,-0.7526207,-0.8167347
Benin,BEN,2,0.36409664,0.40109617,-0.106086925,-0.3758375,-0.35463446,-0.9764732,-1.1599604,-1.8460882,-1.8267609
Benin,BEN,3,0.83819264,0.2668709,-0.04934349,-0.3485422,-0.574345,-1.2363985,-1.1090124,-1.5808394,-2.0675678
Benin,BEN,4,0.5097351,0.28192464,-0.044145584,-0.30684432,-0.14057255,-1.0520338,-1.100014,-1.3048372,-1.4152215
Benin,BEN,5,0.97994536,0.24266204,0.040942572,-0.38737392,-0.08425865,-0.932308,-0.62188166,-0.9598522,-0.8489901
Benin,BEN,6,0.50829697,0.3005081,-0.1592451,-0.16662006,-0.22192001,-0.71594274,-0.9353302,-1.046971,-0.31746864
Benin,BEN,7,0.6168941,0.34483662,-0.030283928,-0.39858133,-0.3527487,-0.73056906,-0.8487953,-1.3114659,-1.0573976
Benin,BEN,8,0.5623428,0.29107475,-0.0695158,-0.26413003,-0.21317443,-0.63782233,-0.75589675,-1.4335935,-1.1270163
Benin,BEN,9,0.34098548,0.23357677,-0.00855503,-0.2457056,-0.33275717,-0.81700593,-1.1100967,-1.4308434,-1.0891539
Benin,BEN,10,0.4331684,0.2454998,0.058964156,-0.2871399,-0.17977619,-0.8157059,-0.895738,-1.5011756,-1.0861088
Benin,BEN,11,0.40228766,0.4428684,-0.09952335,-0.33632773,-0.36324367,-1.3203783,-1.1531416,-1.4711444,-1.3373483
Benin,BEN,12,0.32267302,-0.036239814,0.15140668,-0.15547219,-0.6695253,-1.1474243,-0.64649373,-1.2563171,-1.1176256
Bhutan,BTN,1,1.1241293,-0.11740388,0.55925834,-0.20905629,-0.42136472,-0.39569193,-0.50129724,-1.2398981,-1.2121586
Bhutan,BTN,2,0.23889811,0.6264986,-0.045840573,-0.6242303,-0.6647191,-0.7986628,-0.8459023,-1.2901623,-1.907676
Bhutan,BTN,3,0.8191459,0.16764078,-0.104681134,-0.25354177,-0.51820505,-0.5989703,-1.0651357,-1.4590118,-2.0223155
Bhutan,BTN,4,0.28099146,0.28471375,0.09872179,-0.3913549,-0.41563743,-0.324829,-0.72365564,-1.0643562,-1.6900675
Bhutan,BTN,5,-0.18245392,0.18408671,-0.00034532548,-0.07217197,-0.5775749,-0.6827065,-0.8405595,-0.8868373,-1.2874767
Bhutan,BTN,6,0.24293193,0.48429555,-0.22190332,-0.23752984,-0.27417517,-0.73321074,-0.8410715,-1.1282566,-1.1125791
Bhutan,BTN,7,0.7423819,0.32135838,-0.107804105,-0.2641942,-0.58738154,-0.7195528,-0.88121575,-1.2463727,-1.3583839
Bhutan,BTN,8,0.82723695,0.31503457,-0.075400926,-0.36982003,-0.4569482,-0.8350973,-0.97420895,-1.306115,-1.524922
Bhutan,BTN,9,1.0339499,0.38152847,-0.20306186,-0.31253824,-0.55764323,-0.870391,-0.9065962,-0.94399774,-1.291002
Bhutan,BTN,10,1.4619935,0.16149588,-0.21062517,-0.2686689,-0.47165233,-0.44605994,-1.3133364,-0.40927464,-1.3103533
Bhutan,BTN,11,0.83662254,0.44574103,-0.070639774,-0.3144198,-1.115192,-0.6952422,-1.5432943,-0.7540137,-1.3993235
Bhutan,BTN,12,1.0884933,0.27715585,0.3623766,-0.72859925,-0.6317646,-0.9612932,-0.808426,-1.5690275,-1.7952683
Bolivia,BOL,1,0.702007,0.22196332,-0.0558609,-0.3258131,-0.42726612,-0.7988216,-0.7694775,-1.4668792,-0.92481804
Bolivia,BOL,2,0.64437264,0.24277973,-0.0813633,-0.29304045,-0.32748586,-0.6849817,-0.78791255,-1.2744133,-0.73493767
Bolivia,BOL,3,0.5447817,0.217346,-0.045643996,-0.2728285,-0.41424066,-0.76635474,-1.1219257,-1.3571831,-0.8284111
Bolivia,BOL,4,0.58769685,0.35414678,-0.054005433,-0.32896328,-0.50572264,-1.1221619,-1.0945803,-1.8067478,-0.98842126
Bolivia,BOL,5,0.13897057,0.32257977,-0.36671466,-0.011338234,-0.20580788,-0.6377996,-0.6817452,-1.1862998,-0.65167254
Bolivia,BOL,6,0.33682173,0.25839368,-0.08909683,-0.40595388,-0.9775492,-0.7813039,-0.88607824,-1.0681576,-0.714136
Bolivia,BOL,7,0.9422043,0.24788913,-0.049054813,-0.47236118,-0.45858383,-0.3378108,-0.578335,-0.7392042,-0.6453198
Bolivia,BOL,8,0.67821425,0.23873481,0.1737875,-0.5025368,-0.6868515,-1.0233831,-0.17367879,-0.86744535,-0.8124698
Bolivia,BOL,9,1.4067749,0.7822582,-0.35400105,-0.7057514,-1.3515396,-1.0317466,-0.19985923,-1.0525959,-0.9370607
Bolivia,BOL,10,1.214536,0.2619112,0.042897798,-0.48760644,-0.78029823,-1.196463,-0.7112152,-1.6946161,-1.4462745
Bolivia,BOL,11,0.8844902,0.30539495,0.07454701,-0.51889765,-0.58815765,-0.96334285,-0.99064237,-1.578109,-1.1930237
Bolivia,BOL,12,0.5868244,0.32569885,-0.120659634,-0.27866632,-0.5506285,-1.0289475,-1.1327782,-1.3824517,-1.1511539
Bosnia and Herzegovina,BIH,1,1.578681,0.3045296,-0.24315181,-0.13852519,-1.5196736,-0.23057652,-3.2607453,-1.7272879,-4.5988474
Bosnia and Herzegovina,BIH,2,2.8761208,0.5111712,0.051461924,-0.55618656,-1.4927437,0.10409433,-1.4084961,-1.9403862,-2.7569716
Bosnia and Herzegovina,BIH,3,1.216985,0.6729091,0.11768923,-0.6262151,-1.1098531,-0.6737672,-1.785196,-1.9264443,-2.7859335
Bosnia and Herzegovina,BIH,4,-0.2435256,0.89541566,0.34787092,-1.4530646,-1.0407085,-1.643573,-0.6101788,-1.3983456,-1.289614
Bosnia and Herzegovina,BIH,5,0.4185585,-0.22606286,0.8454629,-0.6050372,-0.73468196,-1.01712,-0.9927286,-1.0813279,-0.8836807
Bosnia and Herzegovina,BIH,6,1.3677784,0.5400747,0.12860242,-0.7375269,-1.8173878,-1.449751,-1.5526121,-0.8309525,-1.8372962
Bosnia and Herzegovina,BIH,7,1.702084,0.6398201,0.083516315,-0.84583586,-1.0466179,-1.8696678,-1.9013329,-0.4681034,-1.4014803
Bosnia and Herzegovina,BIH,8,1.1734661,0.7182911,-0.1809061,-0.7605492,-1.4183677,-2.3002858,-1.8564717,-0.9409763,-1.1495037
Bosnia and Herzegovina,BIH,9,1.3902267,0.69677716,-0.633463,-0.41396388,0.3787675,-1.2115395,-0.08923979,0.055390645,0.46868762
Bosnia and Herzegovina,BIH,10,1.4505354,0.21997204,0.34414214,-0.52036315,-0.30432272,-1.9918928,0.06435289,-1.270568,-1.1967431
Bosnia and Herzegovina,BIH,11,0.48382226,1.1097547,0.06770019,-1.1493229,-2.2312858,-1.5091112,0.2144825,-1.4376853,-1.8809054
Bosnia and Herzegovina,BIH,12,2.5419898,0.5051899,0.12045183,-1.1064284,-0.471762,-0.39381433,-1.7940948,0.4651548,-2.9820359
Botswana,BWA,1,-0.5519355,0.156604,-0.051714133,-0.16186962,0.5817755,-1.1298046,-0.27882653,-0.8944891,-1.605591
Botswana,BWA,2,-0.05240472,0.0912138,-0.25619927,0.072983935,0.13324909,-1.5761042,-0.78355867,-1.6717987,-0.9731598
Botswana,BWA,3,-0.120887436,0.21564999,-0.53268033,0.36196384,-0.00887928,-1.0226643,-0.7585661,-1.2189701,-0.99809057
Botswana,BWA,4,0.030296326,-0.24664097,-0.16511306,0.40033263,-0.1769392,-0.68929994,-0.77024615,-0.084840395,0.2685402
Botswana,BWA,5,0.05767212,0.30042115,-0.38519764,0.12708664,-0.055091478,-0.88103926,-0.9201807,-0.059448816,0.17779179
Botswana,BWA,6,-0.020821381,0.1760501,0.08109236,-0.10814218,-0.6502226,-0.7556571,-1.1326582,-0.759882,0.0357131
Botswana,BWA,7,0.2158018,0.28821248,-0.26123255,0.16987124,-0.1809885,-0.63942736,-0.50326574,-0.20903273,0.08884945
Botswana,BWA,8,0.5239456,0.4060766,-0.042372514,-0.34169158,-0.19861774,-0.96740067,-0.6754454,-1.1378582,0.30877382
Botswana,BWA,9,0.71888196,0.30600816,-0.4238413,-0.025530815,-0.69869137,-0.8274706,-0.6050297,-0.6867298,0.16555996
Botswana,BWA,10,0.38853568,0.4298212,-0.15991668,-0.3691492,-1.4704351,-1.0734012,-0.8160502,-0.12345085,0.5863129
Botswana,BWA,11,0.6519276,0.56532115,-0.33116207,-0.13791847,-0.54319304,-0.82310486,-1.2311952,-1.02337,-1.3577188
Botswana,BWA,12,0.28883895,0.25316507,0.02265644,-0.17982617,-0.10290718,-0.6504229,-0.69602525,-1.1538242,-1.4944311
Brazil,BRA,1,0.09839598,0.18509921,-0.039954185,-0.21532059,-0.47876912,-0.63078725,-0.81361276,-0.7451231,-0.8001669
Brazil,BRA,2,0.15728092,0.24511719,-0.13073024,-0.17847577,-0.32144985,-0.6272789,-0.8362358,-0.7627481,-0.86963713
Brazil,BRA,3,0.2408336,0.27622145,-0.11648407,-0.18883666,-0.3125847,-0.5948105,-0.9352684,-0.96594125,-0.9971819
Brazil,BRA,4,0.13324317,0.2685112,-0.050839614,-0.1839138,-0.38120213,-0.86250514,-1.070606,-1.2750814,-1.2291868
Brazil,BRA,5,0.035147477,0.362974,-0.17476368,-0.18145351,-0.19637851,-0.7804041,-1.0071781,-0.90933573,-0.97477853
Brazil,BRA,6,0.12203865,0.34632245,-0.12660655,-0.27955168,-0.59110296,-0.7612055,-0.8536215,-0.6376909,-0.7930685
Brazil,BRA,7,0.29234925,0.278833,-0.05002289,-0.35349903,-0.5284645,-0.70707095,-0.6135521,-0.3605566,-0.61512184
Brazil,BRA,8,0.30830345,0.31166285,0.047402956,-0.42613047,-0.6197332,-0.8265724,-0.16052571,-0.28597182,-0.4861986
Brazil,BRA,9,0.83044165,0.49788094,-0.22252655,-0.4785549,-0.9113701,-1.0852897,0.19004059,0.11506729,-0.6170517
Brazil,BRA,10,0.60989684,0.27594185,0.020384407,-0.37665004,-0.84995157,-1.0765123,-0.11851406,-0.2601513,-0.758728
Brazil,BRA,11,0.21447715,0.2007267,0.11924267,-0.29337388,-0.4659567,-0.80597764,-0.48762113,-0.48970357,-0.66209966
Brazil,BRA,12,0.15174255,0.22593936,-0.07850113,-0.17083931,-0.61468065,-0.79865646,-0.8803711,-0.70678407,-0.85807765
Brunei,BRN,1,0.5125297,0.19431362,-0.09789753,-0.24141903,-0.5597231,-0.97736514,-1.1720423,-0.991037,-1.6314561
Brunei,BRN,2,0.52292377,0.23763295,-0.12400742,-0.18340893,-0.48109666,-0.8698381,-1.0674785,-0.8333805,-1.3707647
Brunei,BRN,3,0.4170637,0.141193,-0.19491196,-0.06293698,-0.3411541,-0.8610977,-1.1618116,-0.86501443,-1.5720937
Brunei,BRN,4,0.4640808,0.20566559,-0.13913707,-0.13588333,-0.3633154,-0.8462759,-1.0685623,-1.0813544,-1.680701
Brunei,BRN,5,0.63013875,0.2624321,-0.10365734,-0.25838584,-0.5246401,-0.8339783,-1.092709,-1.0466034,-1.5503852
Brunei,BRN,6,0.33405685,0.3255949,-0.2319357,-0.10373764,-0.2926752,-0.7794304,-1.001051,-0.9542068,-1.2786003
Brunei,BRN,7,0.44315225,0.1772503,0.04352379,-0.25340176,-0.5449194,-0.73160493,-0.99459076,-1.1140318,-1.2665964
Brunei,BRN,8,0.35467643,0.17298794,-0.008010864,-0.2233986,-0.54703104,-0.7882143,-1.0955913,-1.1001863,-1.5226154
Brunei,BRN,9,0.36209068,0.23340397,-0.09116802,-0.21331139,-0.55326766,-0.89325964,-1.0612156,-1.1308839,-1.72432
Brunei,BRN,10,0.63809586,0.32227802,-0.06377258,-0.27376404,-0.38874015,-0.63545305,-0.9746742,-1.0171182,-1.6080389
